id,uuid,url,room,square,city,lat,lon,description,photo,star,focus,id,date,flat_id,price
58073564,ed27a369-8b8e-425b-b1b4-c67faab1b763,https://krisha.kz/a/show/58073564,3,92,Астана,51.099358,71.422955,"жил. комплекс Арман кала, монолитный дом, 2016 г.п., потолки 2.7м., санузел 2 с/у и более, меблирована полностью, Сдам на длительный срок очень чистую и уютную 3-х комнатную квартиру в ЖК Арман Кала (6 очередь), в доме есть ВСЕ удобства, включая подключенный интернеТ (вай-фай), утюг, гладильная до…",https://krisha-photos.kcdn.online/webp/ed/ed27a369-8b8e-425b-b1b4-c67faab1b763/1-full.jpg,0,0,363,2024-10-10,58073564,300000
664128559,f223b36e-1097-4de9-9818-266f2e14fe6f,https://krisha.kz/a/show/664128559,1,55,Астана,51.125940906877,71.396185010173,"жил. комплекс Театральный, 2020 г.п., жил. площадь 42 м², меблирована полностью, Удобная локация, находится в шаговой доступности от Хан Шатыра, напротив ЖК Сеул, ЖК Зелёный квартал, рядом остановка, школа Бином им Алтынсарина, садики, поликлиника Жануя, очень тихая, теплая квартира с хорошим двором",https://krisha-photos.kcdn.online/webp/f2/f223b36e-1097-4de9-9818-266f2e14fe6f/5-full.jpg,0,0,720,2024-10-10,664128559,200000
664150796,b20b22d2-c66e-4866-a26a-eb39dbf0b675,https://krisha.kz/a/show/664150796,2,68,Астана,51.135792,71.42424,"жил. комплекс Лазурный квартал, 2015 г.п., жил. площадь 40 м², кухня 11 м², санузел совмещенный, меблирована полностью, Сдается 2х комнатная просторная квартира с 1 июня в самом центре города ЖК Лазурный квартал, шикарное расположение, недавно освежили ремонт. Квартира оснащена всем необходимым дл…",https://krisha-photos.kcdn.online/webp/b2/b20b22d2-c66e-4866-a26a-eb39dbf0b675/16-full.jpg,0,0,284,2024-10-10,664150796,230000
664867828,3d828945-c978-408d-9bd2-092ea3c61c3f,https://krisha.kz/a/show/664867828,3,87,Астана,51.12209,71.418994,"жил. комплекс Сармат-1, кирпичный дом, 2012 г.п., потолки 2.7м., санузел 2 с/у и более, телефон: отдельный, интернет проводной, меблирована полностью, Сдаю на длительный срок, семейным! Квартплата входит в эту сумму! Она с нас",https://krisha-photos.kcdn.online/webp/3d/3d828945-c978-408d-9bd2-092ea3c61c3f/1-full.jpg,0,0,237,2024-10-10,664867828,350000
665517561,30379275-9053-4967-8fb9-088fcd6a49cd,https://krisha.kz/a/show/665517561,1,40,Астана,51.128349611945,71.422389294603,"жил. комплекс Северное сияние, 2006 г.п., жил. площадь 35 м², потолки 32м., телефон: отдельный, интернет ADSL, меблирована полностью, Сдам 1комнатную квартиру в ЖК Северное сияние на длительный срок. 41эт. отличный вид с окна на Байтерек. Полностью мебелированная, техника, вай-фай, Алма Т…",https://krisha-photos.kcdn.online/webp/30/30379275-9053-4967-8fb9-088fcd6a49cd/4-full.jpg,0,0,592,2024-10-10,665517561,370000
666017579,7c811541-f0cd-4028-afcf-7d9a61dba72e,https://krisha.kz/a/show/666017579,1,42,Астана,51.100836656329,71.426468150414,"жил. комплекс Арман Тау, монолитный дом, 2017 г.п., потолки 3.3м., санузел совмещенный, меблирована полностью",https://krisha-photos.kcdn.online/webp/7c/7c811541-f0cd-4028-afcf-7d9a61dba72e/1-full.jpg,0,0,122,2024-10-10,666017579,215000
666452733,b9668d02-fa7e-46e1-89a7-387456dded2e,https://krisha.kz/a/show/666452733,1,50,Астана,51.09498,71.43537,"2017 г.п., состояние: свежий ремонт, жил. площадь 35 м², кухня 7 м², потолки 2.7м., санузел совмещенный, телефон: нет, интернет оптика, меблирована полностью, Сдается на длительный срок 1 -но комнатная мебелированная квартира (кухня студия) на Левом берегу, 160 тысяч плюс комун. услуги",https://krisha-photos.kcdn.online/webp/b9/b9668d02-fa7e-46e1-89a7-387456dded2e/1-full.jpg,0,0,448,2024-10-10,666452733,160000
666536409,5ae69725-d0ee-4422-ab40-7e5cc27fb187,https://krisha.kz/a/show/666536409,3,100,Астана,51.121229056103,71.415237590263,"жил. комплекс Инфинити-1, монолитный дом, 2011 г.п., жил. площадь 57 м², кухня 14.5 м², потолки 2.7м., санузел раздельный, телефон: есть возможность подключения, интернет оптика, меблирована полностью, Квартира светлая, теплая и уютная. Mежкомнатные двери из натурального дерева. Все для комфортн…",https://krisha-photos.kcdn.online/webp/5a/5ae69725-d0ee-4422-ab40-7e5cc27fb187/1-full.jpg,0,0,316,2024-10-10,666536409,350000
666696704,4c249239-06f2-4eb8-81c6-4323ee450ee9,https://krisha.kz/a/show/666696704,5,220,Астана,51.132469,71.435082,"жил. комплекс Арайлым, монолитный дом, 2012 г.п., состояние: свежий ремонт, потолки 3м., санузел 2 с/у и более, телефон: отдельный, интернет оптика, меблирована полностью, Депозит-150 000 тенге",https://krisha-photos.kcdn.online/webp/4c/4c249239-06f2-4eb8-81c6-4323ee450ee9/11-full.jpg,0,0,16,2024-10-10,666696704,700000
667863827,d890e3ea-1b2d-4656-a49a-89b2e5762607,https://krisha.kz/a/show/667863827,1,38,Астана,51.155258,71.489439,"панельный дом, 1984 г.п., жил. площадь 20 м², кухня 6 м², потолки 2.7м., санузел раздельный, интернет оптика, меблирована полностью, Сдам однокомнатную квартиру. Район Встреча. пересечение улиц Абылай Хана и Кюйши Дина. Дом стоит в глубине двора не у дороги. 38 кв. метра. Очень уютная, тёплая…",https://krisha-photos.kcdn.online/webp/d8/d890e3ea-1b2d-4656-a49a-89b2e5762607/1-full.jpg,0,0,140,2024-10-10,667863827,210000
668297934,67a876b6-d145-4a66-b08f-6e43ab1d918d,https://krisha.kz/a/show/668297934,3,143,Астана,51.138567,71.414152,"жил. комплекс Триумфальный, монолитный дом, 2017 г.п., жил. площадь 110 м², кухня 25 м², потолки 3.2м., санузел 2 с/у и более, меблирована полностью, Сдаётся 3-х комнатная квартира в ЖК Триумфальный. Комфортная локация в центре города, рядом ТРЦ Сары-арка, Хан-шатыр, БЦ Q, Азия парк Имеется место…",https://krisha-photos.kcdn.online/webp/67/67a876b6-d145-4a66-b08f-6e43ab1d918d/12-full.jpg,0,0,703,2024-10-10,668297934,700000
669160973,a231a611-5925-4252-893a-9235d7bf049b,https://krisha.kz/a/show/669160973,2,59,Астана,51.102446,71.405743,"жил. комплекс Esil Plaza, 2020 г.п., состояние: свежий ремонт, потолки 2.8м., санузел совмещенный, меблирована полностью, 300000 + ком. + 100000 возвратный депозит При заселении составляется Договор! РИЕЛТОРЫ НЕ БЕСПОКОИТЬ! Сдаю, на длительный срок - 2х комнатную уютную светлую квартиру семе…",https://krisha-photos.kcdn.online/webp/a2/a231a611-5925-4252-893a-9235d7bf049b/29-full.jpg,0,0,301,2024-10-10,669160973,300000
669486880,4a7e260d-57ec-4e63-86ee-1417d1d5eab7,https://krisha.kz/a/show/669486880,1,47,Астана,51.099680497815,71.427456830685,"жил. комплекс Dream City, монолитный дом, 2020 г.п., состояние: свежий ремонт, жил. площадь 47 м², кухня 12 м², потолки 3м., санузел совмещенный, телефон: есть возможность подключения, интернет через TV кабель, меблирована полностью, Сдается уютная, чистая 1 комн квартира, ЖК”Dream city “в доме б…",https://krisha-photos.kcdn.online/webp/4a/4a7e260d-57ec-4e63-86ee-1417d1d5eab7/19-full.jpg,0,0,501,2024-10-10,669486880,210000
671128046,de3b69eb-0502-4491-85c7-9b6325d2bed7,https://krisha.kz/a/show/671128046,3,75.2,Астана,51.113063633858,71.406240463257,"жил. комплекс Highvill Park, монолитный дом, 2018 г.п., состояние: свежий ремонт, потолки 2.8м., санузел совмещенный, телефон: нет, интернет оптика, меблирована полностью, Сдам в аренду хорошую 3-комнатную квартиру в престижном жилом комплексе Highvill Park. - Квартира полностью меблирована и осн…",https://krisha-photos.kcdn.online/webp/de/de3b69eb-0502-4491-85c7-9b6325d2bed7/4-full.jpg,0,0,190,2024-10-10,671128046,450000
671550372,2843d044-ba9f-4506-9d45-35bec0ea0d29,https://krisha.kz/a/show/671550372,1,48,Астана,51.134407,71.361223,"кирпичный дом, 2016 г.п., состояние: свежий ремонт, санузел совмещенный, телефон: есть возможность подключения, интернет оптика, меблирована полностью, Светлая и просторная квартира, тихий двор. Фильтр воды. Рядом с автобусной остановкой. Семейной паре.180000+ком услуги. возвратный депозит 45 000",https://krisha-photos.kcdn.online/webp/28/2843d044-ba9f-4506-9d45-35bec0ea0d29/17-full.jpg,0,0,288,2024-10-10,671550372,180000
671554233,1784a973-8dec-4ecb-a120-e096b8c28194,https://krisha.kz/a/show/671554233,2,60,Астана,51.041203144179,71.430492986691,"жил. комплекс ЮГ-1, кирпичный дом, 2015 г.п., потолки 2.7м., санузел раздельный, меблирована полностью, ЖК ""ЮГ 1"" (Пригородный) // тихий и спокойный район // рядом школа // cдается семейным // полностью мебелированная // кирпичный дом // очень теплая // третий этаж В 15 минутах езды ТРЦ Mega Silkw…",https://krisha-photos.kcdn.online/webp/17/1784a973-8dec-4ecb-a120-e096b8c28194/13-full.jpg,0,0,241,2024-10-10,671554233,240000
671691840,c1e0646d-1ba2-4bdb-b470-ab09e75aae90,https://krisha.kz/a/show/671691840,1,40,Астана,51.10446,71.434301,"2018 г.п., состояние: свежий ремонт, потолки 3м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, меблирована полностью, Сдается в аренду ЖК бизнес класса Baqyt Premium Все удобства: ✔️ тёплый, уютный кирпичный дом бизнес класса ✔️рядом Президентский парк, триумфаль…",https://krisha-photos.kcdn.online/webp/c1/c1e0646d-1ba2-4bdb-b470-ab09e75aae90/33-full.jpg,0,0,676,2024-10-10,671691840,210000
671793152,b8fe0684-5605-465d-bc3c-d982aeac1b7f,https://krisha.kz/a/show/671793152,1,41,Астана,51.171813,71.399177,"жил. комплекс Арлан, кирпичный дом, 2019 г.п., состояние: свежий ремонт, жил. площадь 38 м², кухня 11 м², потолки 3м., санузел совмещенный, телефон: нет, интернет оптика, меблирована полностью, Рядом расположены: школа №60; ряд детских садиков; охраняемый, пятиуровневый, теплый паркинг; супермарке…",https://krisha-photos.kcdn.online/webp/b8/b8fe0684-5605-465d-bc3c-d982aeac1b7f/1-full.jpg,0,0,615,2024-10-10,671793152,190000
672365632,2f7bc1dc-6512-4b66-ab00-66ad26683868,https://krisha.kz/a/show/672365632,3,61,Астана,51.158743,71.427707,"кирпичный дом, 1985 г.п., состояние: свежий ремонт, жил. площадь 60 м², кухня 8 м², телефон: есть возможность подключения, интернет проводной, меблирована полностью, С 11 сентября. Сдадим 3- комнатную квартиру в золотом квадрате города, с видом на Ишим на длительный срок, аккуратным арендаторам…",https://krisha-photos.kcdn.online/webp/2f/2f7bc1dc-6512-4b66-ab00-66ad26683868/27-full.jpg,0,0,528,2024-10-10,672365632,265000
672609178,1024db83-fa4d-45e1-8327-7370f200ce70,https://krisha.kz/a/show/672609178,1,37,Астана,51.11279,71.542458,"монолитный дом, 2021 г.п., состояние: свежий ремонт, потолки 2.8м., санузел совмещенный, меблирована полностью, Сдам квартиру в отличном состоянии на длительный срок, с мебелью, Эл. Плита, холодильник, телевизор, стиральная машина автомат, 150 тыс+комуналка. Перед заездом оплата депозита обязател…",https://krisha-photos.kcdn.online/webp/10/1024db83-fa4d-45e1-8327-7370f200ce70/4-full.jpg,0,0,543,2024-10-10,672609178,150000
672712212,baa8eb7c-4e3b-4b8c-b81a-9f6b9633ba96,https://krisha.kz/a/show/672712212,2,50,Астана,51.110037722596,71.427172177754,"жил. комплекс Коркем-2, монолитный дом, 2019 г.п., состояние: свежий ремонт, потолки 3м., санузел совмещенный, интернет проводной, меблирована полностью, Сдается на длительный срок евродвушка в жилом комплексе «Коркем 2» в престижном районе левого берега. Дом расположен возле Ботанического сада, ря…",https://krisha-photos.kcdn.online/webp/ba/baa8eb7c-4e3b-4b8c-b81a-9f6b9633ba96/29-full.jpg,0,0,52,2024-10-10,672712212,220000
672749491,cc6735d9-77ae-445e-be86-488b6a04a0c4,https://krisha.kz/a/show/672749491,2,68,Астана,51.128569487287,71.459663193673,"жил. комплекс Хайвил Астана, монолитный дом, 2010 г.п., состояние: свежий ремонт, потолки 3м., санузел 2 с/у и более, телефон: нет, интернет ADSL, меблирована полностью, Сдается на длительный срок аккуратным людям без вредных привычек. 360 тыс (коммунальные не входят). Оплата поквартально. Ж…",https://krisha-photos.kcdn.online/webp/cc/cc6735d9-77ae-445e-be86-488b6a04a0c4/1-full.jpg,0,0,438,2024-10-10,672749491,360000
672816225,3a08c1f7-e919-42b1-83f3-9140d1b47307,https://krisha.kz/a/show/672816225,1,20,Астана,51.132305601477,71.436379775405,"жил. комплекс Премиум, кирпичный дом, 2012 г.п., состояние: свежий ремонт, потолки 2.8м., санузел совмещенный, телефон: блокиратор, интернет оптика, меблирована полностью, Акция! долгосрочная гостиничных номеров на левом берегу в отеле ""Байтерек"" от 180000 тг.в месяц, полсуток от 14 тыс сутки от…",https://krisha-photos.kcdn.online/webp/3a/3a08c1f7-e919-42b1-83f3-9140d1b47307/1-full.jpg,0,0,751,2024-10-10,672816225,180000
672924424,dd4e6043-96d9-472f-9494-0fd0ad8e2b95,https://krisha.kz/a/show/672924424,3,75,Астана,51.114373,71.409301,"жил. комплекс Highvill Park, 2019 г.п., состояние: свежий ремонт, потолки 2.7м., меблирована полностью, Сдаётся на длительный срок 3-хкомнатная квартира в ЖК «Хайвил Парк». документы на юридическое лицо. Депозит",https://krisha-photos.kcdn.online/webp/dd/dd4e6043-96d9-472f-9494-0fd0ad8e2b95/1-full.jpg,0,0,383,2024-10-10,672924424,450000
673441755,0a0050be-4d36-4c5f-85a0-8a8d6a08fc36,https://krisha.kz/a/show/673441755,1,43,Астана,51.122699737549,71.366500854492,"монолитный дом, 2021 г.п., состояние: свежий ремонт, жил. площадь 41 м², кухня 10 м², потолки 3м., санузел совмещенный, телефон: отдельный, интернет оптика, меблирована полностью, Cдается квартира с дизайнерским ремонтом и красивым видом на город. Мебель и бытовая техника вся новая. В шаговой досту…",https://krisha-photos.kcdn.online/webp/0a/0a0050be-4d36-4c5f-85a0-8a8d6a08fc36/7-full.jpg,0,0,768,2024-10-10,673441755,250000
673504048,76b60d44-6cd3-45c9-9ec9-26dc75a26996,https://krisha.kz/a/show/673504048,2,63.5,Астана,51.127738,71.558493,"2021 г.п., состояние: свежий ремонт, жил. площадь 48 м², кухня 10.4 м², потолки 2.6м., санузел совмещенный, телефон: нет, меблирована полностью, Сдаю двухкомнатную квартиру по Карагандинской трассе за гипермаркетом Метро в микрорайоне Отау на длительный срок только семейным по своевременной оплате…",https://krisha-photos.kcdn.online/webp/76/76b60d44-6cd3-45c9-9ec9-26dc75a26996/13-full.jpg,0,0,154,2024-10-10,673504048,250000
673541746,1d93076b-a7ef-4d70-b450-a1a8b781af05,https://krisha.kz/a/show/673541746,2,60,Астана,51.087286,71.424752,"жил. комплекс Only Sun & Moon, монолитный дом, 2021 г.п., состояние: свежий ремонт, жил. площадь 51 м², кухня 9 м², потолки 2.7м., санузел раздельный, телефон: нет, интернет проводной, меблирована полностью, Сдается евродвушка в ЖК Only sun, на первой линии по пр. Мангилик ел, напротив E…",https://krisha-photos.kcdn.online/webp/1d/1d93076b-a7ef-4d70-b450-a1a8b781af05/1-full.jpg,0,0,721,2024-10-10,673541746,300000
673696628,5335bfc4-261d-48f9-b244-f07cc16fc192,https://krisha.kz/a/show/673696628,2,89,Астана,51.114345,71.455387,"жил. комплекс Лондон, монолитный дом, 2014 г.п., потолки 3.3м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, меблирована полностью, Уютная просторная квартира в доме элит класса. Солнечная и теплая c шикарным ремонтом, круглосуточная охрана, закрытый безопасный двор…",https://krisha-photos.kcdn.online/webp/53/5335bfc4-261d-48f9-b244-f07cc16fc192/1-full.jpg,0,0,598,2024-10-10,673696628,600000
673697774,02536a3e-6e61-44f8-89c2-12446aa19d9f,https://krisha.kz/a/show/673697774,2,44,Астана,51.157196,71.457127,"1964 г.п., состояние: свежий ремонт, жил. площадь 30 м², кухня 6 м², потолки 2.7м., санузел совмещенный, телефон: нет, меблирована полностью, Cдам на срок от 12 месяцев теплую, уютную квартиру после генеральной уборки взрослым ответственным людям: семейной паре без детей, одному мужчине или одно…",https://krisha-photos.kcdn.online/webp/02/02536a3e-6e61-44f8-89c2-12446aa19d9f/17-full.jpg,0,0,388,2024-10-10,673697774,250000
673985183,7bb33ce0-263e-4fd7-8486-691aef368ce2,https://krisha.kz/a/show/673985183,5,245,Астана,51.145551816567,71.40425579769,"кирпичный дом, 2017 г.п., состояние: свежий ремонт, потолки 3м., санузел 2 с/у и более, меблирована полностью, ·​ ​ ​ ​ ​ ​ ​ просторная квартира со свежим ремонтом; ·​ ​ ​ ​ ​ ​ ​ ​на площадке 2 квартиры; ·​ ​ ​ ​ ​ ​ ​ ​высота потолков — 3 м. ; ·​ ​ ​ ​ ​ ​ ​ ​окна спален выходят в тихий двор; ·​…",https://krisha-photos.kcdn.online/webp/7b/7bb33ce0-263e-4fd7-8486-691aef368ce2/23-full.jpg,0,0,702,2024-10-10,673985183,1099000
674259557,ed6787f5-0922-4d7e-8d29-0fee4ce88309,https://krisha.kz/a/show/674259557,1,44,Астана,51.149937501453,71.367031311155,"жил. комплекс Sani Towers, монолитный дом, 2021 г.п., жил. площадь 22 м², кухня 12 м², потолки 2.7м., санузел совмещенный, телефон: есть возможность подключения, интернет оптика, меблирована полностью, Cдам 1-комн. квартиру на длительный срок семейным. Плюс коммунальные. Депозит. Квартира располо…",https://krisha-photos.kcdn.online/webp/ed/ed6787f5-0922-4d7e-8d29-0fee4ce88309/3-full.jpg,0,0,200,2024-10-10,674259557,170000
674285263,12db9e36-ae0c-43e0-ab1e-54e2b9389f1d,https://krisha.kz/a/show/674285263,2,54,Астана,51.114876,71.412346,"жил. комплекс Времена года. Зима, 2016 г.п., состояние: свежий ремонт, санузел совмещенный, меблирована полностью, Район Ботанического сада ЖК Времена Года Зима - 3 Дизайнерский ремонт Квартира полностью мебелированная 🏡 Преимущества жилого комплекса ✅ Отлично развитая инфраструктура ✅ Тихий район…",https://krisha-photos.kcdn.online/webp/12/12db9e36-ae0c-43e0-ab1e-54e2b9389f1d/1-full.jpg,0,0,365,2024-10-10,674285263,400000
674328945,358a2a98-b09d-4a58-ba6b-7380a6915bac,https://krisha.kz/a/show/674328945,2,70,Астана,51.137883,71.397434,"жил. комплекс GreenLine.Asyl Mura, монолитный дом, 2021 г.п., состояние: свежий ремонт, жил. площадь 37 м², кухня 12 м², потолки 2.7м., санузел совмещенный, телефон: нет, интернет оптика, меблирована полностью, Сдается полноценная 2х-комнатная квартира на долгий срок. Квартплата и интер…",https://krisha-photos.kcdn.online/webp/35/358a2a98-b09d-4a58-ba6b-7380a6915bac/13-full.jpg,0,0,116,2024-10-10,674328945,400000
674529468,c87119cd-8a73-4342-85d9-e2eaaa9d8988,https://krisha.kz/a/show/674529468,2,53,Астана,51.132740034416,71.496108506958,"кирпичный дом, 2021 г.п., состояние: свежий ремонт, жил. площадь 30 м², кухня 12 м², потолки 2.7м., санузел совмещенный, интернет ADSL, меблирована полностью, Квартира Евро двушка, сдам семейной паре. Удобное расположение дома, рядом все инфраструктуры, базар, аптека, стоматология, фитнес и друго…",https://krisha-photos.kcdn.online/webp/c8/c87119cd-8a73-4342-85d9-e2eaaa9d8988/8-full.jpg,0,0,610,2024-10-10,674529468,230000
674569871,9223296b-7d85-4fb6-90d3-5438f5f300cf,https://krisha.kz/a/show/674569871,3,130,Астана,51.127985,71.459757,"жил. комплекс Хайвил Астана, монолитный дом, 2008 г.п., состояние: свежий ремонт, жил. площадь 100 м², кухня 30 м², потолки 2.7м., санузел 2 с/у и более, телефон: есть возможность подключения, меблирована полностью, Сдам 3-х комн. квартиру в аренду на долгий срок Желательно семейным, оплата за к…",https://krisha-photos.kcdn.online/webp/92/9223296b-7d85-4fb6-90d3-5438f5f300cf/1-full.jpg,0,0,374,2024-10-10,674569871,480000
675039122,a9d88153-398f-492c-8944-a9c1b28dc200,https://krisha.kz/a/show/675039122,2,44,Астана,51.157811,71.431669,"кирпичный дом, 1988 г.п., состояние: свежий ремонт, жил. площадь 30 м², кухня 8 м², потолки 2.6м., санузел совмещенный, телефон: нет, меблирована полностью, Семейной паре без детей. Одному человеку. 230тыс. тг. + коммуналка. Депозит 50тыс. тг. Квартира после ремонта. Полностью меблирована. Чист…",https://krisha-photos.kcdn.online/webp/a9/a9d88153-398f-492c-8944-a9c1b28dc200/4-full.jpg,0,0,660,2024-10-10,675039122,230000
675235812,dc896c81-65bd-419a-87b7-e10e02d2b7aa,https://krisha.kz/a/show/675235812,3,122.3,Астана,51.169579860934,71.429905759069,"жил. комплекс Мерей Интерконти, кирпичный дом, 2006 г.п., состояние: не новый, но аккуратный ремонт, потолки 2.7м., санузел 2 с/у и более, телефон: отдельный, меблирована полностью",https://krisha-photos.kcdn.online/webp/dc/dc896c81-65bd-419a-87b7-e10e02d2b7aa/11-full.jpg,0,0,28,2024-10-10,675235812,330000
675472868,abf6695b-a727-42c4-8e97-632451e48eb1,https://krisha.kz/a/show/675472868,2,61,Астана,51.115362,71.401344,"жил. комплекс Sport City, кирпичный дом, 2020 г.п., состояние: свежий ремонт, жил. площадь 32 м², кухня 12 м², потолки 3м., санузел совмещенный, меблирована полностью, Сдам 2-х комн. квартиру на длительный срок. Квартира уютная, светлая, ранее сдавалась три раза на длительный срок. Оплата 300тыс. т…",https://krisha-photos.kcdn.online/webp/ab/abf6695b-a727-42c4-8e97-632451e48eb1/1-full.jpg,0,0,348,2024-10-10,675472868,300000
